ensayo;ambiente;date;ppfd.amb;protocolo;ppfd.act;genotipo;cond.hidr;pos;hoja;filt.pot;ciclo;sphi;phiPS2;qp.fo;qs.fo;phiNPQ;phiNO;phiNO.psII;phiNO.basal;time.act.On;time.act.Off;sphiNPQ;phiNPQfast;phiNPQslow
MN.3;Inv;T1;450;nion.1.act25;1000;g2;d;21;X;T1_21_g2_d_para.asc;8;1;0.397;0.582;0.683;0.414;0.188;0.0892;0.0992;314.1;261;0.389;0.37;0.0184
MN.3;Inv;T1;450;nion.1.act25;1000;g2;d;21;X;T1_21_g2_d_para.asc;9;1;0.428;0.649;0.659;0.389;0.183;0.0741;0.109;348.1;296;0.389;0.372;0.0164
MN.3;Inv;T1;450;nion.1.act25;1000;g2;d;21;X;T1_21_g2_d_para.asc;10;NA;NA;NA;NA;NA;NA;NA;NA;381.1;331;0.389;0.372;0.0164
MN.3;Inv;T1;450;nion.1.act25;1000;gc;c;22;X;T1_22_gc_c_para.asc;1;1;0.113;0.172;0.66;0.689;0.197;0.122;0.0757;70.1;19;0.558;0.449;0.109
MN.3;Inv;T1;450;nion.1.act25;1000;gc;c;22;X;T1_22_gc_c_para.asc;2;1;0.169;0.25;0.677;0.678;0.153;0.0935;0.0593;105.6;53;0.558;0.507;0.0512
MN.3;Inv;T1;450;nion.1.act25;1000;gc;c;22;X;T1_22_gc_c_para.asc;3;1;0.22;0.351;0.627;0.643;0.136;0.0712;0.0653;141.1;87;0.558;0.513;0.0447
MN.3;Inv;T1;450;nion.1.act25;1000;gc;c;22;X;T1_22_gc_c_para.asc;4;1;0.248;0.384;0.646;0.626;0.126;0.0668;0.0593;175.1;121;0.558;0.515;0.0427
MN.3;Inv;T1;450;nion.1.act25;1000;gc;c;22;X;T1_22_gc_c_para.asc;5;1;0.289;0.452;0.64;0.59;0.12;0.0593;0.0608;210.1;156;0.558;0.518;0.0405
MN.3;Inv;T1;450;nion.1.act25;1000;gc;c;22;X;T1_22_gc_c_para.asc;6;1;0.282;0.47;0.6;0.601;0.117;0.0519;0.0653;245.1;191;0.558;0.519;0.0386
MN.3;Inv;T1;450;nion.1.act25;1000;gc;c;22;X;T1_22_gc_c_para.asc;7;1;0.3;0.478;0.627;0.586;0.114;0.0534;0.0608;280.1;226;0.558;0.52;0.038
MN.3;Inv;T1;450;nion.1.act25;1000;gc;c;22;X;T1_22_gc_c_para.asc;8;1;0.351;0.519;0.675;0.539;0.11;0.0549;0.0549;314.1;261;0.558;0.521;0.0371
MN.3;Inv;T1;450;nion.1.act25;1000;gc;c;22;X;T1_22_gc_c_para.asc;9;1;0.325;0.475;0.684;0.558;0.117;0.0623;0.0549;348.1;296;0.558;0.523;0.0353
MN.3;Inv;T1;450;nion.1.act25;1000;gc;c;22;X;T1_22_gc_c_para.asc;10;NA;NA;NA;NA;NA;NA;NA;NA;381.1;331;0.558;0.523;0.0353
MN.3;Inv;T1;450;nion.1.act25;1000;g1;d;23;X;T1_23_g1_d_para.asc;1;1;0.187;0.286;0.655;0.416;0.397;0.228;0.169;70.1;19;0.474;0.201;0.273
MN.3;Inv;T1;450;nion.1.act25;1000;g1;d;23;X;T1_23_g1_d_para.asc;2;1;0.238;0.353;0.674;0.461;0.301;0.172;0.129;105.6;53;0.474;0.355;0.119
MN.3;Inv;T1;450;nion.1.act25;1000;g1;d;23;X;T1_23_g1_d_para.asc;3;0.9999999999999999;0.268;0.401;0.668;0.482;0.25;0.137;0.114;141.1;87;0.474;0.405;0.0686
MN.3;Inv;T1;450;nion.1.act25;1000;g1;d;23;X;T1_23_g1_d_para.asc;4;0.9999999999999999;0.271;0.419;0.649;0.502;0.226;0.117;0.109;175.1;121;0.474;0.427;0.0466
MN.3;Inv;T1;450;nion.1.act25;1000;g1;d;23;X;T1_23_g1_d_para.asc;5;1;0.296;0.442;0.669;0.493;0.211;0.112;0.0995;210.1;156;0.474;0.438;0.0358
MN.3;Inv;T1;450;nion.1.act25;1000;g1;d;23;X;T1_23_g1_d_para.asc;6;1;0.299;0.466;0.642;0.503;0.198;0.0968;0.101;245.1;191;0.474;0.445;0.0294
MN.3;Inv;T1;450;nion.1.act25;1000;g1;d;23;X;T1_23_g1_d_para.asc;7;1;0.335;0.515;0.652;0.48;0.185;0.0879;0.0968;280.1;226;0.474;0.446;0.0278
MN.3;Inv;T1;450;nion.1.act25;1000;g1;d;23;X;T1_23_g1_d_para.asc;8;0.9999999999999999;0.346;0.505;0.685;0.481;0.173;0.0897;0.0835;314.1;261;0.474;0.45;0.024
MN.3;Inv;T1;450;nion.1.act25;1000;g1;d;23;X;T1_23_g1_d_para.asc;9;1;0.366;0.559;0.655;0.474;0.16;0.0728;0.087;348.1;296;0.474;0.452;0.0218
MN.3;Inv;T1;450;nion.1.act25;1000;g1;d;23;X;T1_23_g1_d_para.asc;10;NA;NA;NA;NA;NA;NA;NA;NA;381.1;331;0.474;0.454;0.0201
MN.3;Inv;T1;450;nion.1.act25;1000;gt;c;24;X;T1_24_gt_c_para.asc;1;0.9999999999999999;0.115;0.158;0.728;0.535;0.35;0.242;0.107;70.1;19;0.669;0.113;0.555
MN.3;Inv;T1;450;nion.1.act25;1000;gt;c;24;X;T1_24_gt_c_para.asc;2;1;0.123;0.172;0.718;0.603;0.274;0.186;0.0882;105.6;53;0.669;0.347;0.322
MN.3;Inv;T1;450;nion.1.act25;1000;gt;c;24;X;T1_24_gt_c_para.asc;3;1;0.141;0.193;0.729;0.624;0.236;0.161;0.0744;141.1;87;0.669;0.446;0.223
MN.3;Inv;T1;450;nion.1.act25;1000;gt;c;24;X;T1_24_gt_c_para.asc;4;1;0.175;0.239;0.732;0.604;0.22;0.149;0.0716;175.1;121;0.669;0.507;0.162
MN.3;Inv;T1;450;nion.1.act25;1000;gt;c;24;X;T1_24_gt_c_para.asc;5;1;0.153;0.216;0.71;0.641;0.205;0.135;0.0702;210.1;156;0.669;0.544;0.125
MN.3;Inv;T1;450;nion.1.act25;1000;gt;c;24;X;T1_24_gt_c_para.asc;6;0.9999999999999999;0.165;0.239;0.688;0.64;0.196;0.123;0.073;245.1;191;0.669;0.571;0.098
MN.3;Inv;T1;450;nion.1.act25;1000;gt;c;24;X;T1_24_gt_c_para.asc;7;1;0.159;0.206;0.773;0.637;0.204;0.149;0.0551;280.1;226;0.669;0.583;0.0857
MN.3;Inv;T1;450;nion.1.act25;1000;gt;c;24;X;T1_24_gt_c_para.asc;8;1;0.165;0.232;0.71;0.633;0.202;0.132;0.0702;314.1;261;0.669;0.595;0.0739
MN.3;Inv;T1;450;nion.1.act25;1000;gt;c;24;X;T1_24_gt_c_para.asc;9;0.9999999999999999;0.132;0.186;0.707;0.669;0.2;0.132;0.0675;348.1;296;0.669;0.605;0.0634
MN.3;Inv;T1;450;nion.1.act25;1000;gt;c;24;X;T1_24_gt_c_para.asc;10;NA;NA;NA;NA;NA;NA;NA;NA;381.1;331;0.669;0.61;0.0583
MN.3;Inv;T1;450;nion.1.act25;1000;g1;d;3;X;T1_3_g1_d_para.asc;1;1;0.324;0.514;0.63;0.422;0.255;0.115;0.139;70.1;19;0.317;0.202;0.114
MN.3;Inv;T1;450;nion.1.act25;1000;g1;d;3;X;T1_3_g1_d_para.asc;2;1;0.39;0.616;0.633;0.392;0.218;0.0868;0.131;105.6;53;0.317;0.26;0.0563
MN.3;Inv;T1;450;nion.1.act25;1000;g1;d;3;X;T1_3_g1_d_para.asc;3;1;0.45;0.712;0.633;0.36;0.189;0.0628;0.127;141.1;87;0.317;0.28;0.0367
MN.3;Inv;T1;450;nion.1.act25;1000;g1;d;3;X;T1_3_g1_d_para.asc;4;1;0.485;0.741;0.655;0.341;0.174;0.0572;0.116;175.1;121;0.317;0.289;0.028
MN.3;Inv;T1;450;nion.1.act25;1000;g1;d;3;X;T1_3_g1_d_para.asc;5;1;0.529;0.795;0.666;0.315;0.156;0.0452;0.111;210.1;156;0.317;0.294;0.0227
MN.3;Inv;T1;450;nion.1.act25;1000;g1;d;3;X;T1_3_g1_d_para.asc;6;1;0.544;0.835;0.651;0.311;0.145;0.0342;0.111;245.1;191;0.317;0.299;0.0177
MN.3;Inv;T1;450;nion.1.act25;1000;g1;d;3;X;T1_3_g1_d_para.asc;7;1;0.555;0.82;0.677;0.303;0.141;0.0388;0.102;280.1;226;0.317;0.301;0.0156
MN.3;Inv;T1;450;nion.1.act25;1000;g1;d;3;X;T1_3_g1_d_para.asc;8;1;0.536;0.815;0.658;0.316;0.148;0.0388;0.109;314.1;261;0.317;0.302;0.0144
MN.3;Inv;T1;450;nion.1.act25;1000;g1;d;3;X;T1_3_g1_d_para.asc;9;1;0.526;0.794;0.663;0.317;0.157;0.0452;0.112;348.1;296;0.317;0.305;0.012
MN.3;Inv;T1;450;nion.1.act25;1000;g1;d;3;X;T1_3_g1_d_para.asc;10;NA;NA;NA;NA;NA;NA;NA;NA;381.1;331;0.317;0.305;0.0115
MN.3;Inv;T1;450;nion.1.act25;1000;gt;c;4;X;T1_4_gt_c_para.asc;1;1;0.266;0.417;0.638;0.597;0.137;0.0693;0.0673;70.1;19;0.569;0.457;0.112
MN.3;Inv;T1;450;nion.1.act25;1000;gt;c;4;X;T1_4_gt_c_para.asc;2;1;0.287;0.446;0.644;0.59;0.123;0.0614;0.0614;105.6;53;0.569;0.521;0.048
MN.3;Inv;T1;450;nion.1.act25;1000;gt;c;4;X;T1_4_gt_c_para.asc;3;1;0.291;0.397;0.733;0.589;0.121;0.0752;0.0455;141.1;87;0.569;0.534;0.0348
MN.3;Inv;T1;450;nion.1.act25;1000;gt;c;4;X;T1_4_gt_c_para.asc;4;1;0.319;0.46;0.692;0.559;0.123;0.0673;0.0554;175.1;121;0.569;0.54;0.0296
MN.3;Inv;T1;450;nion.1.act25;1000;gt;c;4;X;T1_4_gt_c_para.asc;5;0.9999999999999999;0.333;0.5;0.667;0.54;0.127;0.0634;0.0634;210.1;156;0.569;0.545;0.0243
MN.3;Inv;T1;450;nion.1.act25;1000;gt;c;4;X;T1_4_gt_c_para.asc;6;1;0.278;0.431;0.644;0.594;0.129;0.0653;0.0634;245.1;191;0.569;0.546;0.0233
MN.3;Inv;T1;450;nion.1.act25;1000;gt;c;4;X;T1_4_gt_c_para.asc;7;0.9999999999999999;0.322;0.519;0.621;0.561;0.117;0.0515;0.0653;280.1;226;0.569;0.55;0.0191
MN.3;Inv;T1;450;nion.1.act25;1000;gt;c;4;X;T1_4_gt_c_para.asc;8;1;0.326;0.452;0.721;0.56;0.115;0.0673;0.0475;314.1;261;0.569;0.552;0.0173
MN.3;Inv;T1;450;nion.1.act25;1000;gt;c;4;X;T1_4_gt_c_para.asc;9;1;0.314;0.435;0.721;0.569;0.117;0.0693;0.0475;348.1;296;0.569;0.552;0.0173
MN.3;Inv;T1;450;nion.1.act25;1000;gt;c;4;X;T1_4_gt_c_para.asc;10;NA;NA;NA;NA;NA;NA;NA;NA;381.1;331;0.569;0.554;0.0155
MN.3;Inv;T1;450;nion.1.act25;1000;gc;d;5;X;T1_5_gc_d_para.asc;1;1;0.194;0.276;0.7;0.397;0.409;0.257;0.152;70.1;19;0.405;0.282;0.123
MN.3;Inv;T1;450;nion.1.act25;1000;gc;d;5;X;T1_5_gc_d_para.asc;2;1;0.226;0.353;0.64;0.457;0.317;0.17;0.147;105.6;53;0.405;0.356;0.0485
MN.3;Inv;T1;450;nion.1.act25;1000;gc;d;5;X;T1_5_gc_d_para.asc;3;1;0.27;0.418;0.646;0.472;0.258;0.133;0.125;141.1;87;0.405;0.375;0.0303
MN.3;Inv;T1;450;nion.1.act25;1000;gc;d;5;X;T1_5_gc_d_para.asc;4;1;0.308;0.492;0.625;0.482;0.21;0.0963;0.114;175.1;121;0.405;0.381;0.0236
MN.3;Inv;T1;450;nion.1.act25;1000;gc;d;5;X;T1_5_gc_d_para.asc;5;1;0.369;0.591;0.624;0.455;0.176;0.0713;0.105;210.1;156;0.405;0.383;0.0215
MN.3;Inv;T1;450;nion.1.act25;1000;gc;d;5;X;T1_5_gc_d_para.asc;6;1;0.388;0.671;0.579;0.451;0.161;0.0501;0.111;245.1;191;0.405;0.385;0.02
MN.3;Inv;T1;450;nion.1.act25;1000;gc;d;5;X;T1_5_gc_d_para.asc;7;1;0.386;0.615;0.628;0.442;0.171;0.0674;0.104;280.1;226;0.405;0.386;0.0192
MN.3;Inv;T1;450;nion.1.act25;1000;gc;d;5;X;T1_5_gc_d_para.asc;8;1;0.407;0.647;0.629;0.42;0.172;0.0645;0.108;314.1;261;0.405;0.385;0.0196
MN.3;Inv;T1;450;nion.1.act25;1000;gc;d;5;X;T1_5_gc_d_para.asc;9;1;0.423;0.689;0.613;0.405;0.172;0.0568;0.116;348.1;296;0.405;0.386;0.0188
MN.3;Inv;T1;450;nion.1.act25;1000;gc;d;5;X;T1_5_gc_d_para.asc;10;NA;NA;NA;NA;NA;NA;NA;NA;381.1;331;0.405;0.386;0.0188
MN.3;Inv;T1;450;nion.1.act25;1000;g1;c;6;X;T1_6_g1_c_para.asc;1;1;0.4;0.618;0.647;0.433;0.167;0.0689;0.0985;70.1;19;0.302;0.23;0.072
MN.3;Inv;T1;450;nion.1.act25;1000;g1;c;6;X;T1_6_g1_c_para.asc;2;1;0.474;0.715;0.663;0.383;0.143;0.0514;0.0919;105.6;53;0.302;0.266;0.0359
MN.3;Inv;T1;450;nion.1.act25;1000;g1;c;6;X;T1_6_g1_c_para.asc;3;1;0.511;0.808;0.633;0.347;0.141;0.035;0.106;141.1;87;0.302;0.275;0.0266
MN.3;Inv;T1;450;nion.1.act25;1000;g1;c;6;X;T1_6_g1_c_para.asc;4;1;0.524;0.83;0.631;0.335;0.141;0.0317;0.109;175.1;121;0.302;0.281;0.0208
MN.3;Inv;T1;450;nion.1.act25;1000;g1;c;6;X;T1_6_g1_c_para.asc;5;0.9999999999999999;0.541;0.814;0.664;0.317;0.142;0.0383;0.104;210.1;156;0.302;0.285;0.0169
MN.3;Inv;T1;450;nion.1.act25;1000;g1;c;6;X;T1_6_g1_c_para.asc;6;1;0.535;0.785;0.682;0.32;0.146;0.046;0.0996;245.1;191;0.302;0.287;0.015
MN.3;Inv;T1;450;nion.1.act25;1000;g1;c;6;X;T1_6_g1_c_para.asc;7;1;0.54;0.793;0.68;0.314;0.147;0.0449;0.102;280.1;226;0.302;0.289;0.0123
MN.3;Inv;T1;450;nion.1.act25;1000;g1;c;6;X;T1_6_g1_c_para.asc;8;1;0.551;0.807;0.682;0.304;0.146;0.0427;0.103;314.1;261;0.302;0.29;0.0111
MN.3;Inv;T1;450;nion.1.act25;1000;g1;c;6;X;T1_6_g1_c_para.asc;9;1;0.554;0.788;0.703;0.302;0.144;0.0481;0.0963;348.1;296;0.302;0.291;0.0107
MN.3;Inv;T1;450;nion.1.act25;1000;g1;c;6;X;T1_6_g1_c_para.asc;10;NA;NA;NA;NA;NA;NA;NA;NA;381.1;331;0.302;0.293;0.00889
MN.3;Inv;T1;450;nion.1.act25;1000;g2;c;7;X;T1_7_g2_c_para.asc;1;0.9999999999999999;0.118;0.182;0.647;0.655;0.228;0.137;0.091;70.1;19;0.619;0.411;0.208
MN.3;Inv;T1;450;nion.1.act25;1000;g2;c;7;X;T1_7_g2_c_para.asc;2;1;0.167;0.289;0.577;0.636;0.197;0.0971;0.1;105.6;53;0.619;0.519;0.0993
MN.3;Inv;T1;450;nion.1.act25;1000;g2;c;7;X;T1_7_g2_c_para.asc;3;1;0.185;0.329;0.563;0.628;0.187;0.0865;0.1;141.1;87;0.619;0.554;0.0646
MN.3;Inv;T1;450;nion.1.act25;1000;g2;c;7;X;T1_7_g2_c_para.asc;4;1;0.184;0.314;0.585;0.634;0.182;0.0895;0.0926;175.1;121;0.619;0.569;0.0492
MN.3;Inv;T1;450;nion.1.act25;1000;g2;c;7;X;T1_7_g2_c_para.asc;5;1;0.175;0.312;0.559;0.646;0.179;0.0835;0.0956;210.1;156;0.619;0.576;0.0425
MN.3;Inv;T1;450;nion.1.act25;1000;g2;c;7;X;T1_7_g2_c_para.asc;6;1;0.177;0.309;0.574;0.647;0.176;0.085;0.091;245.1;191;0.619;0.582;0.0365
MN.3;Inv;T1;450;nion.1.act25;1000;g2;c;7;X;T1_7_g2_c_para.asc;7;1;0.211;0.352;0.599;0.613;0.176;0.0865;0.0895;280.1;226;0.619;0.586;0.0323
MN.3;Inv;T1;450;nion.1.act25;1000;g2;c;7;X;T1_7_g2_c_para.asc;8;1;0.196;0.341;0.573;0.63;0.175;0.0819;0.0926;314.1;261;0.619;0.589;0.0294
MN.3;Inv;T1;450;nion.1.act25;1000;g2;c;7;X;T1_7_g2_c_para.asc;9;1;0.207;0.33;0.628;0.619;0.175;0.0926;0.0819;348.1;296;0.619;0.593;0.0255
MN.3;Inv;T1;450;nion.1.act25;1000;g2;c;7;X;T1_7_g2_c_para.asc;10;NA;NA;NA;NA;NA;NA;NA;NA;381.1;331;0.619;0.596;0.0227
MN.3;Inv;T1;450;nion.1.act25;1000;gc;d;8;X;T1_8_gc_d_para.asc;1;1;0.234;0.365;0.64;0.556;0.211;0.112;0.099;70.1;19;0.39;0.243;0.147
MN.3;Inv;T1;450;nion.1.act25;1000;gc;d;8;X;T1_8_gc_d_para.asc;2;1;0.298;0.488;0.611;0.53;0.172;0.0767;0.0955;105.6;53;0.39;0.319;0.0715
MN.3;Inv;T1;450;nion.1.act25;1000;gc;d;8;X;T1_8_gc_d_para.asc;3;1;0.344;0.538;0.641;0.498;0.158;0.0714;0.0865;141.1;87;0.39;0.336;0.0544
MN.3;Inv;T1;450;nion.1.act25;1000;gc;d;8;X;T1_8_gc_d_para.asc;4;1;0.378;0.567;0.667;0.474;0.148;0.0687;0.0794;175.1;121;0.39;0.344;0.0467
MN.3;Inv;T1;450;nion.1.act25;1000;gc;d;8;X;T1_8_gc_d_para.asc;5;1;0.392;0.636;0.616;0.463;0.145;0.0535;0.0919;210.1;156;0.39;0.349;0.0418
MN.3;Inv;T1;450;nion.1.act25;1000;gc;d;8;X;T1_8_gc_d_para.asc;6;1;0.431;0.63;0.685;0.429;0.14;0.0624;0.0776;245.1;191;0.39;0.351;0.0391
MN.3;Inv;T1;450;nion.1.act25;1000;gc;d;8;X;T1_8_gc_d_para.asc;7;1.0000000000000002;0.438;0.669;0.656;0.423;0.138;0.0535;0.0847;280.1;226;0.39;0.353;0.0375
MN.3;Inv;T1;450;nion.1.act25;1000;gc;d;8;X;T1_8_gc_d_para.asc;8;1;0.456;0.679;0.671;0.407;0.137;0.0544;0.083;314.1;261;0.39;0.356;0.0348
MN.3;Inv;T1;450;nion.1.act25;1000;gc;d;8;X;T1_8_gc_d_para.asc;9;0.9999999999999999;0.474;0.692;0.685;0.39;0.136;0.0544;0.0812;348.1;296;0.39;0.357;0.0335
MN.3;Inv;T1;450;nion.1.act25;1000;gc;d;8;X;T1_8_gc_d_para.asc;10;NA;NA;NA;NA;NA;NA;NA;NA;381.1;331;0.39;0.359;0.0314
MN.3;Inv;T1;450;nion.1.act25;1000;g2;c;9;X;T1_9_g2_c_para.asc;1;1;0.0586;0.0888;0.66;0.618;0.323;0.207;0.117;70.1;19;0.713;0.274;0.439
MN.3;Inv;T1;450;nion.1.act25;1000;g2;c;9;X;T1_9_g2_c_para.asc;2;1;0.0635;0.105;0.603;0.699;0.238;0.137;0.101;105.6;53;0.713;0.444;0.269
MN.3;Inv;T1;450;nion.1.act25;1000;g2;c;9;X;T1_9_g2_c_para.asc;3;1;0.0812;0.133;0.612;0.721;0.197;0.114;0.0832;141.1;87;0.713;0.51;0.203
MN.3;Inv;T1;450;nion.1.act25;1000;g2;c;9;X;T1_9_g2_c_para.asc;4;1;0.0725;0.132;0.551;0.756;0.172;0.0886;0.0832;175.1;121;0.713;0.551;0.162
MN.3;Inv;T1;450;nion.1.act25;1000;g2;c;9;X;T1_9_g2_c_para.asc;5;1;0.0781;0.133;0.586;0.763;0.158;0.0872;0.0711;210.1;156;0.713;0.584;0.129
MN.3;Inv;T1;450;nion.1.act25;1000;g2;c;9;X;T1_9_g2_c_para.asc;6;1.0000000000000002;0.108;0.21;0.517;0.748;0.144;0.0658;0.0779;245.1;191;0.713;0.604;0.109
MN.3;Inv;T1;450;nion.1.act25;1000;g2;c;9;X;T1_9_g2_c_para.asc;7;1;0.114;0.213;0.535;0.75;0.136;0.0644;0.0711;280.1;226;0.713;0.617;0.096
MN.3;Inv;T1;450;nion.1.act25;1000;g2;c;9;X;T1_9_g2_c_para.asc;8;1;0.155;0.261;0.595;0.713;0.132;0.0685;0.0631;314.1;261;0.713;0.627;0.0858
MN.3;Inv;T1;450;nion.1.act25;1000;g2;c;9;X;T1_9_g2_c_para.asc;9;1;0.15;0.25;0.6;0.713;0.137;0.0725;0.0644;348.1;296;0.713;0.634;0.0792
MN.3;Inv;T1;450;nion.1.act25;1000;g2;c;9;X;T1_9_g2_c_para.asc;10;NA;NA;NA;NA;NA;NA;NA;NA;381.1;331;0.713;0.637;0.0765
MN.3;Inv;T0;450;nion.1.act25;1000;g2;d;1;X;T0_1_g2_d_para.asc;1;1;0.247;0.39;0.633;0.437;0.316;0.162;0.154;70.1;19;0.34;0.254;0.0861
MN.3;Inv;T0;450;nion.1.act25;1000;g2;d;1;X;T0_1_g2_d_para.asc;2;1;0.311;0.482;0.646;0.435;0.254;0.123;0.131;105.6;53;0.34;0.292;0.0486
MN.3;Inv;T0;450;nion.1.act25;1000;g2;d;1;X;T0_1_g2_d_para.asc;3;1;0.346;0.547;0.632;0.43;0.224;0.0979;0.126;141.1;87;0.34;0.3;0.0402
MN.3;Inv;T0;450;nion.1.act25;1000;g2;d;1;X;T0_1_g2_d_para.asc;4;1;0.378;0.56;0.675;0.415;0.207;0.0986;0.108;175.1;121;0.34;0.304;0.0367
MN.3;Inv;T0;450;nion.1.act25;1000;g2;d;1;X;T0_1_g2_d_para.asc;5;1;0.398;0.627;0.635;0.403;0.199;0.0782;0.121;210.1;156;0.34;0.306;0.034
MN.3;Inv;T0;450;nion.1.act25;1000;g2;d;1;X;T0_1_g2_d_para.asc;6;1;0.415;0.621;0.668;0.389;0.196;0.0847;0.111;245.1;191;0.34;0.31;0.0308
MN.3;Inv;T0;450;nion.1.act25;1000;g2;d;1;X;T0_1_g2_d_para.asc;7;1;0.437;0.63;0.694;0.369;0.194;0.0884;0.105;280.1;226;0.34;0.312;0.0279
MN.3;Inv;T0;450;nion.1.act25;1000;g2;d;1;X;T0_1_g2_d_para.asc;8;1;0.451;0.678;0.665;0.36;0.189;0.0738;0.115;314.1;261;0.34;0.315;0.0254
MN.3;Inv;T0;450;nion.1.act25;1000;g2;d;1;X;T0_1_g2_d_para.asc;9;1;0.474;0.688;0.689;0.34;0.186;0.076;0.11;348.1;296;0.34;0.316;0.0244
MN.3;Inv;T0;450;nion.1.act25;1000;g2;d;1;X;T0_1_g2_d_para.asc;10;NA;NA;NA;NA;NA;NA;NA;NA;381.1;331;0.34;0.316;0.0244
MN.3;Inv;T0;450;nion.1.act25;1000;gt;d;10;X;T0_10_gt_d_para.asc;1;1;0.399;0.548;0.728;0.389;0.212;0.116;0.0961;70.1;19;0.171;0.117;0.0546
MN.3;Inv;T0;450;nion.1.act25;1000;gt;d;10;X;T0_10_gt_d_para.asc;2;1;0.518;0.7;0.74;0.308;0.174;0.08;0.0939;105.6;53;0.171;0.131;0.0404
MN.3;Inv;T0;450;nion.1.act25;1000;gt;d;10;X;T0_10_gt_d_para.asc;3;1;0.568;0.761;0.746;0.269;0.163;0.0672;0.0961;141.1;87;0.171;0.134;0.0375
MN.3;Inv;T0;450;nion.1.act25;1000;gt;d;10;X;T0_10_gt_d_para.asc;4;1;0.602;0.797;0.755;0.24;0.158;0.0608;0.0971;175.1;121;0.171;0.135;0.0362
MN.3;Inv;T0;450;nion.1.act25;1000;gt;d;10;X;T0_10_gt_d_para.asc;5;1;0.629;0.796;0.79;0.214;0.157;0.0683;0.0886;210.1;156;0.171;0.139;0.0322
MN.3;Inv;T0;450;nion.1.act25;1000;gt;d;10;X;T0_10_gt_d_para.asc;6;1;0.646;0.839;0.769;0.199;0.156;0.0544;0.101;245.1;191;0.171;0.141;0.0302
MN.3;Inv;T0;450;nion.1.act25;1000;gt;d;10;X;T0_10_gt_d_para.asc;7;1;0.655;0.83;0.789;0.186;0.159;0.0619;0.0971;280.1;226;0.171;0.142;0.0293
MN.3;Inv;T0;450;nion.1.act25;1000;gt;d;10;X;T0_10_gt_d_para.asc;8;1;0.666;0.841;0.791;0.175;0.159;0.0598;0.0993;314.1;261;0.171;0.143;0.0283
MN.3;Inv;T0;450;nion.1.act25;1000;gt;d;10;X;T0_10_gt_d_para.asc;9;1;0.667;0.844;0.791;0.171;0.161;0.0598;0.101;348.1;296;0.171;0.144;0.0276
MN.3;Inv;T0;450;nion.1.act25;1000;gt;d;10;X;T0_10_gt_d_para.asc;10;NA;NA;NA;NA;NA;NA;NA;NA;381.1;331;0.171;0.144;0.0271
MN.3;Inv;T0;450;nion.1.act25;1000;g1;c;11;X;T0_11_g1_c_para.asc;1;1;0.221;0.315;0.701;0.47;0.309;0.19;0.119;70.1;19;0.267;0.19;0.0769
MN.3;Inv;T0;450;nion.1.act25;1000;g1;c;11;X;T0_11_g1_c_para.asc;2;1;0.319;0.427;0.746;0.456;0.225;0.141;0.0838;105.6;53;0.267;0.226;0.0415
MN.3;Inv;T0;450;nion.1.act25;1000;g1;c;11;X;T0_11_g1_c_para.asc;3;1;0.388;0.523;0.742;0.421;0.19;0.11;0.0802;141.1;87;0.267;0.233;0.0343
MN.3;Inv;T0;450;nion.1.act25;1000;g1;c;11;X;T0_11_g1_c_para.asc;4;1;0.453;0.591;0.767;0.378;0.169;0.097;0.0719;175.1;121;0.267;0.237;0.0302
MN.3;Inv;T0;450;nion.1.act25;1000;g1;c;11;X;T0_11_g1_c_para.asc;5;0.9999999999999999;0.504;0.665;0.758;0.342;0.154;0.079;0.0754;210.1;156;0.267;0.239;0.0282
MN.3;Inv;T0;450;nion.1.act25;1000;g1;c;11;X;T0_11_g1_c_para.asc;6;1;0.528;0.704;0.751;0.322;0.15;0.0707;0.079;245.1;191;0.267;0.241;0.0267
MN.3;Inv;T0;450;nion.1.act25;1000;g1;c;11;X;T0_11_g1_c_para.asc;7;1;0.565;0.719;0.786;0.291;0.144;0.0731;0.0707;280.1;226;0.267;0.242;0.0251
MN.3;Inv;T0;450;nion.1.act25;1000;g1;c;11;X;T0_11_g1_c_para.asc;8;1;0.58;0.739;0.784;0.278;0.143;0.0695;0.0731;314.1;261;0.267;0.244;0.0237
MN.3;Inv;T0;450;nion.1.act25;1000;g1;c;11;X;T0_11_g1_c_para.asc;9;1;0.589;0.754;0.781;0.267;0.144;0.0671;0.0766;348.1;296;0.267;0.245;0.0223
MN.3;Inv;T0;450;nion.1.act25;1000;g1;c;11;X;T0_11_g1_c_para.asc;10;NA;NA;NA;NA;NA;NA;NA;NA;381.1;331;0.267;0.245;0.022
MN.3;Inv;T0;450;nion.1.act25;1000;g2;d;12;X;T0_12_g2_d_para.asc;1;1;0.213;0.344;0.619;0.459;0.329;0.17;0.159;70.1;19;0.339;0.227;0.112
MN.3;Inv;T0;450;nion.1.act25;1000;g2;d;12;X;T0_12_g2_d_para.asc;2;1;0.285;0.442;0.646;0.448;0.266;0.134;0.132;105.6;53;0.339;0.279;0.0595
MN.3;Inv;T0;450;nion.1.act25;1000;g2;d;12;X;T0_12_g2_d_para.asc;3;1;0.342;0.544;0.628;0.428;0.23;0.1;0.13;141.1;87;0.339;0.291;0.0483
MN.3;Inv;T0;450;nion.1.act25;1000;g2;d;12;X;T0_12_g2_d_para.asc;4;1;0.38;0.605;0.628;0.409;0.211;0.0844;0.127;175.1;121;0.339;0.297;0.0415
